d1.name,d2.name,r2.frequency,r2.avg_years,d3.name
Diabetes,Anxiety disorder,195,3.2205128205128206,Hepatic cirrhosis
Diabetes,Anxiety disorder,185,1.227027027027027,Ill-defined cerebrovascular disease and others
Diabetes,Anxiety disorder,172,6.813953488372093,Malabsorption and food intolerance
Diabetes,Anxiety disorder,160,3.95,Head and neck cancer
Diabetes,Anxiety disorder,155,0.9161290322580645,Eating disorder
Diabetes,Anxiety disorder,128,3.046875,Kidney and renal pelvis cancer
Diabetes,Anxiety disorder,126,3.142857142857143,Breast cancer
Diabetes,Anxiety disorder,124,3.9919354838709675,Leukemia
Diabetes,Anxiety disorder,119,3.19327731092437,Thyroid cancer
Diabetes,Anxiety disorder,117,3.5982905982905984,Bladder cancer
Diabetes,Anxiety disorder,108,3.537037037037037,Non-Hodgkin's lymphoma
Diabetes,Anxiety disorder,96,3.375,Other substance dependece
Diabetes,Anxiety disorder,83,3.674698795180723,Dermatitis
Diabetes,Anxiety disorder,80,1.8375,Other developmental disorder
Diabetes,Anxiety disorder,80,3.4125,Prostate cancer
Diabetes,Anxiety disorder,78,0.6794871794871795,Intellectual disability
Diabetes,Anxiety disorder,74,2.810810810810811,Regional enteritis and ulcerative colitis
Diabetes,Anxiety disorder,59,3.1864406779661016,Pancreatic cancer
Diabetes,Anxiety disorder,53,0.9245283018867925,Congenital cardiovascular anomalies
Diabetes,Anxiety disorder,50,3.74,Uterine cancer
Diabetes,Anxiety disorder,49,3.9183673469387754,Ovarian cancer
Diabetes,Anxiety disorder,48,3.3958333333333335,HIV
Diabetes,Anxiety disorder,48,3.2708333333333335,Bone and soft tissue sarcomas
Diabetes,Anxiety disorder,38,1.0526315789473684,Intra-abdominal artery disease
Diabetes,Anxiety disorder,35,3.4857142857142858,Melanoma
Diabetes,Anxiety disorder,35,4.428571428571429,Cervical cancer
Diabetes,Anxiety disorder,31,3.967741935483871,Hodgkinâ€™s disease
Diabetes,Anxiety disorder,25,2.4,Immunoproliferative neoplasm
Diabetes,Anxiety disorder,22,3.272727272727273,Liver and Bile Duct Cancer
Diabetes,Anxiety disorder,20,0.4,Autism
Diabetes,Anxiety disorder,14,2.9285714285714284,Stomach cancer
Diabetes,Anxiety disorder,12,3.8333333333333335,Testicular cancer
Diabetes,Anxiety disorder,9,3.0,Kaposi's sarcoma
