d1.name,d2.name,r2.frequency,r2.avg_years,d3.name
Diabetes,Arthrosis/spondylosis,43,3.604651162790698,Intellectual disability
Diabetes,Arthrosis/spondylosis,43,1.6511627906976745,Intra-abdominal artery disease
Diabetes,Arthrosis/spondylosis,43,2.604651162790698,Kaposi's sarcoma
Diabetes,Arthrosis/spondylosis,40,0.875,Congenital cardiovascular anomalies
Diabetes,Arthrosis/spondylosis,39,2.9743589743589745,HIV
Diabetes,Arthrosis/spondylosis,39,1.641025641025641,Immunoproliferative neoplasm
Diabetes,Arthrosis/spondylosis,35,1.1714285714285715,Eating disorder
Diabetes,Arthrosis/spondylosis,34,2.1470588235294117,Other developmental disorder
Diabetes,Arthrosis/spondylosis,32,0.71875,Hodgkinâ€™s disease
Diabetes,Arthrosis/spondylosis,19,0.42105263157894735,Testicular cancer
Diabetes,Arthrosis/spondylosis,4,3.0,Autism
